cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,city_pop,job,trans_num,EVENT_TIMESTAMP,EVENT_LABEL,ENTITY_TYPE,ENTITY_ID,EVENT_ID
4536996888716062123,fraud_Weimann-Lockman,kids_pets,44.26,Nathan,Mendoza,M,"767 Adam Mill Apt. 115",Espanola,NM,87533,18408,"Historic buildings inspector/conservation officer","c0f3e73e49933bcb27b70de7a4a296f6","2020-11-28 12:56:09.0",legit,customer,unknown,"c0f3e73e49933bcb27b70de7a4a296f6"
213178765398315,"fraud_Welch, Rath and Koepp",entertainment,106.98,Alan,Colon,M,"748 Bryan Fields Suite 935",Riverton,WY,82501,19408,"Lecturer, higher education","242a7a53a4f83f3e4d3d0bf12c0a3d07","2020-12-14 21:36:55.0",legit,customer,unknown,"242a7a53a4f83f3e4d3d0bf12c0a3d07"
4715741951931168360,fraud_Little-Gleichner,travel,5.03,Robert,Drake,M,"463 Willie Estates",Burbank,OK,74633,471,Sub,"96badfc0dcdd91a468a3abc733f3bba5","2020-12-26 21:12:08.0",legit,customer,unknown,"96badfc0dcdd91a468a3abc733f3bba5"
4423489490781412,"fraud_Cartwright PLC",kids_pets,28.67,Christopher,Ortega,M,"5045 Emily Wall",Princeton,IA,52768,1426,"Agricultural consultant","bced447b23c0889946daed29059872bc","2020-12-08 12:55:04.0",legit,customer,unknown,"bced447b23c0889946daed29059872bc"
4698163635895795,"fraud_Parker, Nolan and Trantow",entertainment,10.2,Sharon,Powell,F,"101 Carla Loop",Wendel,CA,96136,104,"Teacher, adult education","79455a6f18bfae1423a9e716d1b1eaf0","2020-10-30 16:51:23.0",legit,customer,unknown,"79455a6f18bfae1423a9e716d1b1eaf0"
3518669219150142,"fraud_Nicolas, Hills and McGlynn",entertainment,5.48,Dorothy,Thomas,F,"537 Rice Square Suite 040",Milford,OH,45150,31394,"Hospital doctor","092edfabf2cef99ab3eec163ed2bca0e","2020-11-08 23:38:13.0",legit,customer,unknown,"092edfabf2cef99ab3eec163ed2bca0e"
374930071163758,"fraud_Schulist Ltd",food_dining,3.73,Daniel,Escobar,M,"61390 Hayes Port",Romulus,MI,48174,31515,"Police officer","940a2748b2b611559d144aa956931fb6","2020-09-10 15:41:05.0",legit,customer,unknown,"940a2748b2b611559d144aa956931fb6"
4128730454058057622,"fraud_Sawayn PLC",shopping_pos,3.28,Monique,Martin,F,"68276 Matthew Springs",Ratcliff,TX,75858,43,"Engineer, production","822ba7d5f5f6ff56674c54efce5d5cbe","2020-12-29 02:35:03.0",legit,customer,unknown,"822ba7d5f5f6ff56674c54efce5d5cbe"
630441765090,"fraud_Raynor, Feest and Miller",gas_transport,48.73,Susan,Washington,F,"759 Erin Mount Suite 956",May,TX,76857,1791,"Corporate investment banker","5eab83aac5640ae6e722d7d934a6fcc3","2020-12-22 07:41:15.0",legit,customer,unknown,"5eab83aac5640ae6e722d7d934a6fcc3"
180081032825079,fraud_Block-Parisian,misc_net,5.63,Connie,Carroll,F,"872 Justin Views Suite 746",Duncan,MS,38740,466,"Trading standards officer","ac9cf3512a6158ad89bcd0e458467ee1","2020-09-27 04:18:46.0",legit,customer,unknown,"ac9cf3512a6158ad89bcd0e458467ee1"
30029052116970,"fraud_Terry Ltd",home,66.64,Curtis,Young,M,"4319 Watson Shoals Suite 658",Falconer,NY,14733,3833,Metallurgist,"da837bca98f25d00b412bcf8ae07fde1","2020-11-16 19:19:13.0",legit,customer,unknown,"da837bca98f25d00b412bcf8ae07fde1"
38588538868506,"fraud_Gislason Group",travel,8.28,Jacqueline,Curry,F,"3047 Jeff Place",Marathon,TX,79842,498,Lexicographer,"5a558456e485677098dbb05fd7b4f2e4","2020-10-19 16:36:12.0",legit,customer,unknown,"5a558456e485677098dbb05fd7b4f2e4"
2248735346244816,"fraud_Auer LLC",personal_care,14.32,Jacob,Weber,M,"29156 Mark Park Apt. 108",Utica,KS,67584,269,"Product/process development scientist","9707fb89406517cfdfe1b18592a101a8","2020-12-15 20:17:39.0",legit,customer,unknown,"9707fb89406517cfdfe1b18592a101a8"
371009169330125,fraud_Johns-Hoeger,entertainment,91.54,Randall,Burgess,M,"393 Carroll Route Suite 197","Norman Park",GA,31771,5666,"Rural practice surveyor","95b181bfe00c83054bf0326ef41cb7c0","2020-12-20 22:00:06.0",legit,customer,unknown,"95b181bfe00c83054bf0326ef41cb7c0"
180048185037117,"fraud_Harber Inc",gas_transport,101.91,Mary,Wall,F,"2481 Mills Lock",Plainfield,NJ,7060,71485,"Leisure centre manager","fdd4bdf08a266aa6b4b800db3a004986","2020-11-30 09:16:14.0",legit,customer,unknown,"fdd4bdf08a266aa6b4b800db3a004986"
213113028819344,fraud_Friesen-Ortiz,personal_care,32.63,Melanie,Jimenez,F,"77944 Daniels Valley Suite 921",Camden,NY,13316,6460,"Building control surveyor","e8147d8c3a1fd1a7dcf28b08a274d796","2020-12-10 18:38:50.0",legit,customer,unknown,"e8147d8c3a1fd1a7dcf28b08a274d796"
4509922033272157,fraud_Cruickshank-Mills,entertainment,20.38,Monica,West,F,"22084 Smith Roads Suite 776",Hurley,SD,57036,811,Neurosurgeon,"cadd669963b810b817060b2cb008182f","2020-12-01 14:27:53.0",legit,customer,unknown,"cadd669963b810b817060b2cb008182f"
2657850734909997,"fraud_Carroll PLC",health_fitness,35.81,Alan,Howard,M,"04139 Johnson Prairie Suite 401",Detroit,MI,48206,673342,"Trading standards officer","e2f14843ccb0d62218f2681fecfbb711","2020-12-05 19:21:12.0",legit,customer,unknown,"e2f14843ccb0d62218f2681fecfbb711"
630484879808,"fraud_Romaguera Ltd",health_fitness,76.09,Ian,Patton,M,"8088 Sherman Radial Suite 689",Helm,CA,93627,123,"Early years teacher","05238530a676ee36e5be3eb5d8db503e","2020-10-12 21:03:23.0",legit,customer,unknown,"05238530a676ee36e5be3eb5d8db503e"
4599735407877245080,"fraud_Upton PLC",entertainment,2.87,Mary,Myers,F,"39787 Pamela Fall Suite 639",Tiptonville,TN,38079,5577,Geochemist,"18691fe16f0fc47ee7dfb9bbb5635792","2020-12-04 04:39:57.0",legit,customer,unknown,"18691fe16f0fc47ee7dfb9bbb5635792"
4769426683924058915,"fraud_Gerlach Inc",shopping_net,8.25,Andrea,Cruz,F,"26572 Hodge Villages Suite 512",Mifflin,PA,17058,1909,"Mining engineer","5c3fc07eb0b68e23707dadd786c38a29","2020-11-06 09:15:52.0",legit,customer,unknown,"5c3fc07eb0b68e23707dadd786c38a29"
180058696935600,"fraud_Reichel Inc",entertainment,105.8,Richard,Barnes,M,"1339 Johnson Landing Suite 007","De Lancey",NY,13752,782,"Chartered accountant","976c838b1277cc4ab3d0854ca0076b94","2020-11-28 20:51:02.0",legit,customer,unknown,"976c838b1277cc4ab3d0854ca0076b94"
213178765398315,fraud_Stark-Koss,home,8.31,Alan,Colon,M,"748 Bryan Fields Suite 935",Riverton,WY,82501,19408,"Lecturer, higher education","1b22681c41a0cd8aa95af5df4b44bdfe","2020-12-21 18:32:34.0",legit,customer,unknown,"1b22681c41a0cd8aa95af5df4b44bdfe"
4457732997086323466,fraud_Hirthe-Beier,health_fitness,78.49,Stanley,Mayo,M,"3433 Jones Branch",Fiddletown,CA,95629,832,"Immigration officer","345711749c1bb679537ded8659ba79e5","2020-11-30 14:04:24.0",legit,customer,unknown,"345711749c1bb679537ded8659ba79e5"
4601636330889,"fraud_Cole, Hills and Jewess",home,25.48,Mark,Rivera,M,"383 Contreras Hills Suite 658",Humble,TX,77338,194500,"Tax adviser","d495d7ba74f2a93f02ee6c945514a9b7","2020-10-09 16:18:30.0",legit,customer,unknown,"d495d7ba74f2a93f02ee6c945514a9b7"
3583793405872580,fraud_Schuppe-Schuppe,food_dining,7.86,Beth,Lambert,F,"6447 Johnson Estates Apt. 986",Roosevelt,OK,73564,551,"Amenity horticulturist","2d669d0b6714f2a68c343a2ce1a94603","2020-10-25 19:10:59.0",legit,customer,unknown,"2d669d0b6714f2a68c343a2ce1a94603"
3527536963490470,fraud_Bode-Rempel,kids_pets,17.22,Teresa,Stein,F,"2838 White Fields Apt. 473",Brunson,SC,29911,1725,"Social researcher","c56cc31b3d93bbcb6cd61ec4856296e9","2020-12-27 17:07:09.0",legit,customer,unknown,"c56cc31b3d93bbcb6cd61ec4856296e9"
3523843138706408,fraud_Torphy-Goyette,shopping_pos,64.08,Grace,Williams,F,"28812 Charles Mill Apt. 628",Plantersville,AL,36758,1412,"Drilling engineer","91ddb2c56cc9875e6f1767f625d40f2d","2020-12-23 15:37:13.0",legit,customer,unknown,"91ddb2c56cc9875e6f1767f625d40f2d"
571365235126,fraud_Parker-Kunde,personal_care,7.12,Barbara,Taylor,F,"0069 Robin Brooks Apt. 695",Elberta,MI,49628,372,"Exhibitions officer, museum/gallery","299e4a724644d6f93ef6d0b00ec3aa2d","2020-12-12 16:49:55.0",legit,customer,unknown,"299e4a724644d6f93ef6d0b00ec3aa2d"
4789911625179723,fraud_Spinka-Welch,grocery_net,55.41,Dorothy,Zuniga,F,"77321 Ford Via",Moriches,NY,11955,3285,"Research officer, trade union","51b6893260e2386986d6b854c820c9fc","2020-10-21 01:09:25.0",legit,customer,unknown,"51b6893260e2386986d6b854c820c9fc"
4451952084362894,fraud_Sporer-Keebler,personal_care,72.53,Joseph,Davis,M,"941 Adam Stravenue",Nazareth,TX,79063,686,"Petroleum engineer","2e91bcfd929c8c78d12e801157fac650","2020-12-15 14:24:04.0",legit,customer,unknown,"2e91bcfd929c8c78d12e801157fac650"
345389171551808,"fraud_Yost, Schamberger and Windler",kids_pets,61.82,Justin,Fowler,M,"5569 Phillips Neck Apt. 003",Coffeeville,MS,38922,3451,"Financial trader","44fc30c110e6c98d90f5e2d6a4e3dec0","2020-12-01 14:56:27.0",legit,customer,unknown,"44fc30c110e6c98d90f5e2d6a4e3dec0"
4745996322265,fraud_Stoltenberg-Beatty,shopping_pos,123.21,Carrie,Washington,F,"6114 Adams Harbor Suite 096","Kingsford Heights",IN,46346,1423,"Psychologist, forensic","4ded0fab992d0fd291fc74c3ebbe0dba","2020-09-30 15:42:13.0",legit,customer,unknown,"4ded0fab992d0fd291fc74c3ebbe0dba"
4226219726886852999,"fraud_Reinger, Weissnat and Strosin",food_dining,67.87,Jessica,Bell,F,"669 Moore Shoal",Bethel,OH,45106,12349,"Field trials officer","d8e8b8403984c20d385e411a9275b110","2020-09-23 14:15:45.0",legit,customer,unknown,"d8e8b8403984c20d385e411a9275b110"
4687263141103,"fraud_Sawayn PLC",shopping_pos,23.28,Sarah,Cross,F,"273 Phillip Throughway",Bigelow,MN,56117,399,Economist,"c19cdaa04c5a8d2b19d2a56283d45023","2020-12-13 23:02:35.0",legit,customer,unknown,"c19cdaa04c5a8d2b19d2a56283d45023"
38530489946071,fraud_Koepp-Witting,grocery_pos,129.59,Laura,Johns,F,"95835 Garcia Rue",Arcadia,SC,29320,530,"Animal technologist","0ae0cac45213ddd5a372fef784f0d954","2020-12-14 10:21:51.0",legit,customer,unknown,"0ae0cac45213ddd5a372fef784f0d954"
4961003488432306,"fraud_Pollich LLC",home,138.42,Stacy,Walsh,F,"324 Donna Ridge Suite 651",Cressona,PA,17929,1606,Ecologist,"47a0a2c3cf751f6a3437e9af81a9cee5","2020-12-12 19:25:21.0",legit,customer,unknown,"47a0a2c3cf751f6a3437e9af81a9cee5"
30427035050508,"fraud_Denesik, Powlowski and Pouros",home,27.52,John,Chandler,M,"88325 Brandon Greens Apt. 477",Detroit,MI,48202,673342,"Broadcast presenter","61a4340944d5664e566a4ed8a56a66d3","2020-11-07 23:51:38.0",legit,customer,unknown,"61a4340944d5664e566a4ed8a56a66d3"
4586260469584,"fraud_Reichel Inc",entertainment,14.84,Melody,Thompson,F,"0362 Anderson Wall","Mound City",MO,64470,1631,Architect,"5263e4d1e3954cf1b874e178101b3fdf","2020-11-08 17:21:58.0",legit,customer,unknown,"5263e4d1e3954cf1b874e178101b3fdf"
4990494243023,"fraud_Flatley Group",misc_pos,393.52,Martin,Ford,M,"56812 Francis Courts",Corriganville,MD,21524,626,"Energy engineer","4de635c3e1e40c20adfd4b5bb6189505","2020-12-30 09:56:13.0",legit,customer,unknown,"4de635c3e1e40c20adfd4b5bb6189505"
4755696071492,fraud_Bins-Tillman,entertainment,579.11,Robert,Evans,M,"01892 Patricia Vista Apt. 828",Sachse,TX,75048,20328,"Site engineer","6231485566b6ebfe132c02ed70c11747","2020-10-06 23:48:59.0",fraud,customer,unknown,"6231485566b6ebfe132c02ed70c11747"
370612217861404,"fraud_Hyatt, Russel and Gleichner",health_fitness,18.44,Amanda,Fitzgerald,F,"298 Kayla Lights",Bristol,PA,19007,21125,"Administrator, charities/voluntary organisations","ce7df6f7540f1a4594171f28af7b215a","2020-11-04 16:26:02.0",fraud,customer,unknown,"ce7df6f7540f1a4594171f28af7b215a"
2475085306462014,"fraud_Altenwerth, Cartwright and Koss",shopping_net,1027.83,John,Miller,M,"153 Mccullough Springs Apt. 857",Lamberton,MN,56152,1507,"Land/geomatics surveyor","a0ce2438795892f501a81e601585ad77","2020-11-08 22:24:48.0",fraud,customer,unknown,"a0ce2438795892f501a81e601585ad77"
3513506355699497,fraud_Boyer-Reichert,shopping_net,980.82,Sarah,Adams,F,"5654 Peterson Land",Ridgeland,MS,39157,24645,"Scientist, clinical (histocompatibility and immunogenetics)","1a0f820a700bfa12dc4c394d00407b94","2020-11-27 22:37:25.0",fraud,customer,unknown,"1a0f820a700bfa12dc4c394d00407b94"
4026222041577,fraud_Spencer-Runolfsson,misc_pos,7.83,Debbie,Payne,F,"204 Ashley Neck Apt. 169",Preston,CT,6365,4720,"Broadcast presenter","3e15bbfa342adb13deb40d9870cec740","2020-10-31 01:40:56.0",fraud,customer,unknown,"3e15bbfa342adb13deb40d9870cec740"
38530489946071,"fraud_Christiansen, Goyette and Schamberger",gas_transport,13.96,Laura,Johns,F,"95835 Garcia Rue",Arcadia,SC,29320,530,"Animal technologist","310e26a52ac025059add0360995bab11","2020-10-12 00:11:06.0",fraud,customer,unknown,"310e26a52ac025059add0360995bab11"
30011465039817,"fraud_Kling Inc",gas_transport,9.85,Lisa,Garcia,F,"213 Gill Expressway",Chatham,NY,12037,4015,"Human resources officer","3ee6c8294fab20df2e44db8dc232a0b3","2020-10-05 09:54:51.0",fraud,customer,unknown,"3ee6c8294fab20df2e44db8dc232a0b3"
4509142395811241,"fraud_Predovic Inc",shopping_net,1236.28,Margaret,Williams,F,"165 Jerry Meadows Suite 460",Surrency,GA,31563,1324,"Engineer, technical sales","119f77ad81a44a478f374d4c4d467b7b","2020-09-03 22:21:11.0",fraud,customer,unknown,"119f77ad81a44a478f374d4c4d467b7b"
3550412175018089,"fraud_Emard Inc",gas_transport,10.69,Morgan,James,F,"742 Sellers Ferry",Lexington,KY,40502,296965,"Software engineer","9333369432e57746c8044cc81e7a1cbc","2020-09-04 02:02:54.0",fraud,customer,unknown,"9333369432e57746c8044cc81e7a1cbc"
30011465039817,"fraud_Kuhic LLC",shopping_net,940.79,Lisa,Garcia,F,"213 Gill Expressway",Chatham,NY,12037,4015,"Human resources officer","065591b986e32545dc57246dd9d597c0","2020-10-05 11:31:55.0",fraud,customer,unknown,"065591b986e32545dc57246dd9d597c0"
370612217861404,"fraud_Sporer Inc",gas_transport,12.01,Amanda,Fitzgerald,F,"298 Kayla Lights",Bristol,PA,19007,21125,"Administrator, charities/voluntary organisations","d9745f541f996eebb498a9dc64e8920a","2020-11-04 00:44:27.0",fraud,customer,unknown,"d9745f541f996eebb498a9dc64e8920a"
573283817795,fraud_Padberg-Welch,grocery_pos,287.37,Amy,Flynn,F,"46095 Tara Fords",Jaffrey,NH,3452,5457,"Surveyor, hydrographic","c2f2ed9bb72293952f2cdfa49fc29d29","2020-10-26 00:50:17.0",fraud,customer,unknown,"c2f2ed9bb72293952f2cdfa49fc29d29"
